news_item_id,news_item_entry_date,news_item_pi_first_name,news_item_pi_last_name,news_item_pi_title,news_item_pi_institution,news_item_pi_website,news_item_short_title,news_item_blurb,news_item_full_text,news_item_image_name,news_item_full_title,news_item_authors,news_item_citation,news_item_journal_url
19713,3/12/25,Timothy J.,Deming,Professor,UCLA,https://www.chemistry.ucla.edu/directory/deming-timothy-j/,Vesicle Inversion,"Self-assembled polymeric vesicles that respond to biologically relevant stimuli have significant potential in drug delivery and synthetic biology. While many stimuli-responsive assemblies disassemble upon activation, invertible vesicles...","<p>Self-assembled polymeric vesicles that respond to biologically relevant stimuli have significant potential in drug delivery and synthetic biology. While many stimuli-responsive assemblies disassemble upon activation, invertible vesicles offer a unique advantage: they not only release cargo but can also encapsulate new material upon inversion. Published in the <em>Journal of the American Chemical Society</em>, researchers in the Deming Lab at the Department of Bioengineering, University of California, at Los Angeles, introduce amphiphilic diblock copolypeptide vesicles that undergo vesicle-to-vesicle inversion under biologically relevant conditions through a single thiol stimulus.</p>
<div style=""margin: 19px 0 19px 0; text-align: center;"">
	<img src=""deming_tim_jacs_authors.jpg"" alt=""Casey and Timothy"" width=""473px"">
</div>
<p class=""small"">From Left: First author, Casey A. Morrison, and Timothy J. Deming, PI</p>
<p>The lab members designed MOxADHy block copolypeptides that self-assemble into stable vesicles in water at physiological conditions – pH 7.4, 37°C, 150 mM NaCl. These vesicles incorporate poly(l-methionine sulfoxide), MO, as a hydrophilic domain and poly(dehydroalanine), ADH, as a hydrophobic domain, allowing reversible amphiphilicity switching. Upon reaction with thiols such as glutathione, GSH, or thioglycolic acid, TGA, MO is converted into hydrophobic poly(l-methionine), M, while ADH is transformed into hydrophilic poly(S-alkyl-rac-cysteine), CrR.</p>
<p>This transformation triggers vesicle inversion, enabling controlled cargo release and potential re-encapsulation. Unlike previous systems requiring extreme conditions, this inversion occurs under mild, biologically relevant conditions. Notably, TGA-triggered inversion allows partial retention of encapsulated cargo, demonstrating potential for biomimetic applications in controlled drug release and uptake.</p>
<p>This work establishes a biocompatible, enzyme-degradable, and reversible vesicle system, offering new possibilities for targeted drug delivery, encapsulation of biological fluids, and synthetic cell-mimicking architectures. The ability to trigger vesicle inversion under physiological conditions provides an innovative tool for next-generation biomaterials and therapeutics.</p>",deming_tim_jacs_feb_2025.jpg,Triggered Inversion of Dual Responsive Diblock Copolypeptide Vesicles,"Casey A. Morrison, Ethan P. Chan, and Timothy J. Deming","<em>J. Am. Chem. Soc.</em> 2025, 147, 9, 7617–7623",https://doi.org/10.1021/jacs.4c17033
15325,4/25/21,Ratmir,Derda,Prof.,University of Alberta,https://spaces.facsci.ualberta.ca/derda/,Peptide Libraries,Herein is described a divergent late-stage approach to generating macrocyclic peptide libraries with unnatural pharmacophores from readily available starting material...,"<p>Genetically encoded macrocyclic peptide libraries with unnatural pharmacophores are valuable sources for the discovery of ligands for many targets of interest. Traditionally, generation of such libraries employs “early stage” incorporation of unnatural building blocks into the chemically or translationally produced macrocycles.</p>
<p> Herein is described a divergent late-stage approach to such libraries starting from readily available starting material: genetically encoded libraries of peptides. A diketone linchpin 1,5-dichloropentane-2,4-dione converts peptide libraries displayed on phage to 1,3-diketone bearing macrocyclic peptides (DKMP): shelf-stable precursors for Knorr pyrazole synthesis. </p>
<p>Ligation of diverse hydrazine derivatives onto DKMP libraries displayed on phage that carries silent DNA-barcodes yields macrocyclic libraries in which the amino acid sequence and the pharmacophore are encoded by DNA. Selection of this library against carbonic anhydrase enriched macrocycles with benzenesulfonamide pharmacophore and nanomolar Kd. </p>
<p>The methodology described in this manuscript can graft diverse pharmacophores into many existing genetically encoded phage libraries and significantly increase the value of such libraries in molecular discoveries.</p>",Derda_ja1c01186_0006-e1619357871782.jpg,Genetically Encoded Fragment-Based Discovery from Phage-Displayed Macrocyclic Libraries with Genetically Encoded Unnatural Pharmacophores,"Arunika I. Ekanayake, Lena Sobze, Payam Kelich, Jihea Youk, Nicholas J. Bennett, Raja Mukherjee, Atul Bhardwaj, Frank Wuest, Lela Vukovic, and Ratmir Derda","J. Am. Chem. Soc. 2021, 143, 14, 5497–5507",https://pubs.acs.org/doi/10.1021/jacs.1c01186
15275,9/7/19,Ratmir,Derda,Associate Professor,University of Alberta,https://www.ualberta.ca/science/about-us/contact-us/faculty-directory/ratmir-derda,Ice Nucleators,"In a manuscript published in <em>Langmuir</em>, Yuki Kamijo and Ratmir Derda from the, University of Alberta, describe a screening system that employs the difference...","<p>In a manuscript published in <em>Langmuir</em>, Yuki Kamijo and Ratmir Derda from the, University of Alberta, describe a screening system that employs the difference in density between liquid water and ice, 0.9998 g/cm<sup>3</sup> vs 0.9168 g/cm<sup>3</sup> at 0 °C, to identify ice-nucleating agents, INAs, which are encapsulated into droplets of water suspended in silicone oil of intermediate density, 0.939 g/cm<sup>3</sup>.</p>
<p>Droplets of liquid water stably reside at the interface of the silicone oil and perfluoro oilm 1.6658 g/cm<sup>3</sup>. Freezing causes the aqueous droplets to float to the top of the silicone oil layer. Tne authors demonstrate the feasibility of this screening system by using droplets that contained well-defined ice-nucleator Snomax. The droplets with and without Snomax froze at different temperatures and separated into two groups in their system. The researchers employed the screening system to test samples that have different ice-nucleating activities.</p>
<p>Starting from known ice-nucleating active bacteria <em>Pseudomonas syringae</em>, Kamijo and Derda confirmed that droplets that contain an increasing amount of ice-nucleating bacteria per droplet exhibit a dose-dependent increase in ice nucleation. When droplets containing different amounts of <em>P. syringae</em> were separated using a freeze–float setup, they observed that the droplets that floated at higher temperature contained more ice-nucleating active bacteria.</p>
<p>The system, outlined in this article, thus permits simple power-free separation of droplets that contain effective INA from those that contain weak or no INA. Such a setup can be used as a starting point for the development of high-throughput approaches for the discovery of new INAs.</p>",derda_research.jpg,Freeze−Float Selection of Ice Nucleators,"Yuki Kamijo, Ratmir Derda","Langmuir, 2019, 35, 2, 359-364",https://pubs.acs.org/doi/10.1021/acs.langmuir.8b02902
19423,1/9/25,Yousong,Ding,Associate Professor,"University of Florida, College of Pharmacy",,Graspetides,"Published in <em>ACS Chemical Biology</em>, researchers in the Ding Group at the University of Florida, reconstructed prunipeptin biosynthesis from <em>Streptomyces coelicolor</em>...","<p>Graspetides are a diverse family of ribosomally synthesized and post-translationally modified peptides with unique macrocyclic structures formed by ATP-grasp enzymes. Group 11 graspetides, including prunipeptin, feature both macrolactone and macrolactam cross-links. Despite the known involvement of a single ATP-grasp cyclase in the dual macrocyclizations of groups 5, 7, and 11 graspetides, detailed mechanistic insights into these enzymes remain limited.</p>
<img alt=""Abstract Figure"" class=""img-responsive"" src=""ding_acs_chem_biol_dec_24.jpg""/>
<p>Published in <em>ACS Chemical Biology</em>, researchers in the Ding Group at the University of Florida, reconstructed prunipeptin biosynthesis from <em>Streptomyces coelicolor</em> using recombinant PruA and PruB macrocyclase. PruB exhibited kinetic behavior similar to other characterized graspetide cyclases, with a notably higher kcat, likely due to utilization of an ATP-regeneration system. The X-ray crystal structure of PruB revealed distinct features as compared to groups 1 and 2 enzymes. Site-directed mutagenesis identified critical roles of key residues for the PruB reaction, including the DxR motif conserved in other graspetide cyclases.</p>
<p>Additionally, computational modeling of the PruA/PruB cocomplex uncovered substrate interactions and suggested that PruB first catalyzes a macrolactone bond formation on PruA.</p>
<p>This study enhances understanding of ATP-grasp enzyme mechanisms in graspetide biosynthesis and provides insights for engineering these enzymes for future applications.</p>",ding_lab.jpg,Characterization of a Dual Function Peptide Cyclase in Graspetide Biosynthesis,"Garret M. Rubin, Krishna P. Patel, Yujia Jiang, Alivia C. Ishee, Gustavo Seabra, Steven D. Bruner, and Yousong Ding","<em>ACS Chem. Biol.</em>, 2024, 19, 12, 2525–2534",https://pubs.acs.org/doi/10.1021/jacs.4c12057
16564,3/27/24,Charles M.,Deber,Professor,University of Toronto,https://biochemistry.utoronto.ca/person/charles-m-deber/,"Novel, Rational Drug Design","As an alternative approach to conventional antibiotics, members of the <a href=""https://biochemistry.utoronto.ca/person/charles-m-deber/"" target=""_blank"">Charles Deber</a> laboratory, published in <i>Peptide Science</i>, explore a novel...","<p>As an alternative approach to conventional antibiotics, members of the <a href=""https://biochemistry.utoronto.ca/person/charles-m-deber/"" target=""_blank"">Charles Deber</a> laboratory, published in <i>Peptide Science</i>, explore a novel, rational drug design to target a resistance mechanism in antibiotic-resistant bacteria—the small multidrug resistance, SMR, efflux pump.</p>
<p>SMRs are a membrane protein that consist of four transmembrane, TM, helices, which homodimerize via TM4 in an anti-parallel fashion through a GG7 motif. To target this interaction, group members  synthesized a series of peptides, typified by Ac-A-(Sar)<sub>3</sub>-IIGMMLISAGVLI-KKK-NH<sub>2</sub>, Sar = N-methyl-glycine, GG7 underlined, with a sequence derived from <em>Escherichia coli</em> TM4, designed to bind to – and competitively disrupt – the TM4–TM4 interaction site. The peptides also contain an uncharged N-terminal sarcosine (N-methyl-glycine) tag to promote membrane insertion, and a C-terminal tri-lysine tag to direct the peptides toward the negatively-charged bacterial membrane.</p>
<p>As the lab members found that the GG7 dimerization motif was highly conserved across bacterial species, including a range of priority pathogens, the peptides were tested for interspecies inhibitory activity where they varied the SMR overexpressed in <em>E. coli</em> bacterium and the peptide. The peptides included the TM4 sequence of <em>E. coli</em>, EmrE, <em>Pseudomonas aeruginosa</em>, PAsmr, and <em>Mycobacterium tuberculosis</em>, Mmr.</p>
<p>The group performed a series of assays measuring the efflux rates of the fluorescent toxin ethidium bromide, finding that the PAsmr peptide was broadly active against all SMRs expressed in <em>E. coli</em>. Interestingly, a peptide derived from <em>E. coli</em> TM4, but where the GG7 motif was scrambled, showed high activity against several SMRs.</p>
<p>Overall, the efflux inhibitors designed in this work show promise not only for improved treatment of bacterial infections, but more generally, may provide a successful approach to targeting and disrupting membrane-embedded protein–protein interactions.</p>",efflux_pumps_deber.jpg,Toward a Broad-Spectrum Peptide-Based Inhibitor of Small Multidrug Resistance Efflux Pumps,"Chloe J. Mitchell, Kha M. Nguyen, Charles M. Deber","<em>Peptide Science</em>, 2024, Volume 116, Issue 2",https://onlinelibrary.wiley.com/doi/full/10.1002/pep2.24327
15315,1/9/21,Ronald,Raines,Prof.,Massachusetts Institute of Technology,http://raineslab.com/,Antimicrobial Synergy,Authors Chelcie Eller and Ron Raines find that human LL-37 and human RNase 1 can act synergistically to kill Gram-negative bacterial cells...,"<p>LL-37 is a secretory peptide that has antimicrobial
activity. Ribonuclease 1 (RNase 1) is a secretory enzyme that is
not cytotoxic. Authors Chelcie Eller and Ron Raines find that human LL-37 and human RNase 1 can act synergistically to kill Gram-negative bacterial cells. <p></p>
<p>In the presence of nontoxic concentrations of LL-37, RNase 1 is toxic to <em>Escherichia coli</em> cells at picomolar levels. Using wild-type RNase 1 and an inactive variant labeled with a fluorophore, they observe the adherence of RNase 1 to <em>E. coli</em> cells and its cellular entry in the presence of LL-37.<p></p>
<p> These data suggest a natural means of modulating the human microbiome via the cooperation of an endogenous peptide (37 residues) and small enzyme (128 residues).<p></p></p></p></p>",Eller2020-e1610225469361.jpg,Antimicrobial Synergy of a Ribonuclease and a Peptide Secreted by Human Cells,Chelcie H. Eller and Ronald T. Raines,"ACS Infect. Dis. 2020, 6, 3083−3088",https://pubs.acs.org/doi/10.1021/acsinfecdis.0c00594
15272,7/5/19,Bing,Xu,Professor of Chemistry,Brandeis University,https://www.brandeis.edu/chemistry/faculty/xu.html,Enzyme Sequestration,"Liquid-like droplets of biomacromolecules are emerging as a fundamental mechanism of cellular signaling, but designing synthetic mimics to form such...","<p>Liquid-like droplets of biomacromolecules are emerging as a fundamental mechanism of cellular signaling, but designing synthetic mimics to form such membraneless organelles remains unexplored.</p>
<p>Published in JACS, researchers in the <a href=""https://www.brandeis.edu/chemistry/faculty/xu.html"" target=""_blank"">Xu Group</a> report the use of supramolecular assemblies of small peptides, as a mimic of biomacromolecular condensates, for intracellular sequestration of enzymes on endoplasmic reticulum, ER. Specifically, integrating a short peptide with naproxen, a nonsteroidal anti-inflammatory drug, NSAID, and a ligand of cyclooxygenase-2, COX-2, generates an enzymatic substrate that acts as a precursor for instructed assembly.</p>
<p>Slowly dephosphorylating the precursors by phosphatases forms the corresponding hydrogelators in a cellular environment, which results in the supramolecular assemblies on ER. Consisting of the precursor and the hydrogelator molecules, the assemblies enable the sequestration of COX-2 and protein-tyrosine phosphatase 1B, PTP1B, on ER. Further structure–activity investigation reveals that the colocalization of COX-2 and PTP<sub>1</sub>B relies on the NSAID motif, the phosphotyrosine, and the enzymatic dephosphorylation of the precursor.</p>
<p>This work, for the first time, illustrates the use of supramolecular processes for associating enzymes in cells and may provide insights for understanding intracellular liquid condensates and a new strategy for modulating protein–protein interactions.</p>",enzyme_sequestration.jpg,Instructed Assembly of Peptides for Intracellular Enzyme Sequestration,"Zhaoqianqi Feng, Huaimin Wang, and Bing Xu","J. Am. Chem. Soc., 2018, 140 (48), pp 16433–16437",https://pubs.acs.org/doi/10.1021/jacs.8b10542
15304,10/3/20,Amanda,Garner,Dr.,University of Michigan,https://www.garnerlaboratory.com/,Stapled Peptide,Eukaryotic translation initiation factor 4E (eIF4E) has emerged as a promising cancer therapeutic target due to its role in the initiation of cap-dependent translation...,"<p>Eukaryotic translation initiation factor 4E (eIF4E) has emerged as a promising cancer therapeutic target due to its role in the initiation of cap-dependent translation, a process that is accelerated during tumorigenesis. <p></p>
<p>To regulate the initiation of cap-dependent translation, eIF4E participates in protein-protein interactions (PPI) with binding partners, 4E-BP1 and eIF4G, which act as an inhibitor and stimulator of translation, respectively. <p></p>
<p>As both of these proteins interact with eIF4E by utilizing a short, α-helical stretch of amino acids, the Garner and Kritzer laboratories has been working to develop helical mimetics of these proteins, in particular 4E-BP1, to inhibit eIF4E PPIs. Herein, they describe their continued efforts in this area and report the development and characterization of a cell-penetrant lactam stapled peptide for targeting cellular eIF4E. <p></p></p></p></p>",Euro-Med-Chem.jpg,A cell-penetrant lactam-stapled peptide for targeting eIF4E protein-protein interactions,"Erin E. Gallagher, Arya Menona, Alyah F. Chmiel, Kirsten Deprey, Joshua A.Kritzer, Amanda L. Garner",European Journal of Medicinal Chemistry 205 (2020) 112655,https://www.sciencedirect.com/science/article/abs/pii/S0223523420306279
18602,9/16/24,Christopher M.,Evans,Professor,University of Illinois Urbana-Champaign,https://matse.illinois.edu/people/profile/cme365,Solid Polymer Electrolytes,"Ion transport is essential to energy storage, cellular signalling and desalination. Polymers have been explored for decades as solid-state electrolytes by either adding salt to polar polymers...","<p>Ion transport is essential to energy storage, cellular signalling and desalination. Polymers have been explored for decades as solid-state electrolytes by either adding salt to polar polymers or tethering ions to the backbone to create less flammable and more robust systems. New design paradigms are needed to advance the performance of solid polymer electrolytes beyond conventional systems.</p>
<p>In work published in <em>Nature Materials</em>, researchers in the Christopher Evans group at the Universwity of Illinios, highlights how the role of a helical secondary structure is shown to greatly enhance the conductivity of solvent-free polymer electrolytes using cationic polypeptides with a mobile anion.</p>
<p>Longer helices lead to higher conductivity, and random coil peptides show substantially lower conductivity. The macrodipole of the helix increases with peptide length, leading to larger dielectric constants. The hydrogen bonding of the helix also imparts thermal and electrochemical stability, while allowing for facile dissolution back to monomer in acid. Peptide polymer electrolytes</p>",evans_nat_mat_sep_24.jpg,Helical Peptide Structure Improves Conductivity and Stability of Solid Electrolytes,"Yingying Chen, Tianrui Xue, Chen Chen, Seongon Jang, Paul V. Braun, Jianjun Cheng, and Christopher M. Evans","<em> Nat. Mater.</em>, 2024, online",https://www.nature.com/articles/s41563-024-01966-1
15311,11/14/20,Nina,Hartrampf,Prof.,University of Zurich,https://www.hartrampf-lab.com/,Flow SPPS,"Flow‐based approaches to solid phase peptide synthesis (SPPS) have been pursued since the method's early days, with anticipated gains in...","<p>Flow‐based approaches to solid phase peptide synthesis (SPPS) have been pursued since the method's early days, with anticipated gains in speed, reaction monitoring, and ease of automation.<p></p>
<p> Here is discussed how these advantages are being realized by synthesis at elevated temperature, facilitated by a 'preheat/activation' loop. This important modification both accelerates peptide synthesis—providing a wealth of new data from in‐line monitoring—and in conjunction with an optimized protocol, extends the length of peptides routinely accessible by stepwise synthesis. <p></p>
<p>Streamlined synthesis of longer peptides will address a major challenge in chemical protein synthesis: preparation of peptide segments for use in chemical ligation. The context of recent results in flow‐based SPPS is discussed, highlighting remaining challenges and future opportunities.<p></p></p></p></p>",Flow-SPPS.jpg,Flow‐based SPPS for protein synthesis: A perspective,"Zachary P. Gates , Nina Hartrampf",Pept Sci. 2020;e24198.,https://onlinelibrary.wiley.com/doi/10.1002/pep2.24198
15312,11/14/20,David,Craik,Prof.,The University of Queensland,https://imb.uq.edu.au/profile/176/david-craik,Frog-skin Peptides,"In this study, the researchers investigated naturally occurring peptides derived from frog skin secretions for selectivity and activity toward melanocortin receptors...","<p>Melanocortin receptors are pharmaceutically important receptors that are involved in complex physiological functions. They have been associated with various diseases including obesity, erectile dysfunction, acne, and skin cancer.<p></p>
<p> It has been challenging to transform nonselective endogenous agonist and antagonist ligands into selective and potent ligands. In this study, the researchers investigated naturally occurring peptides derived from frog skin secretions for selectivity and activity toward melanocortin receptors.<p></p>
<p> Three peptides (ORB, ORB2K and ranacyclin‐T) were found to have selectivity towards the melanocortin receptor 5 (MC5R). ORB and ORB2K had partial binding affinity at nanomolar concentrations, whereas ranacyclin‐T had 57% binding efficiency at 1.6 μM. Backbone cyclization of ORB and ORB2K altered the binding efficiency to melanocortin receptors.<p></p>
<p> The  results suggest that these frog‐skin peptides could be modified for developing melanocortin‐specific ligands and potentially future therapeutics.<p></p></p></p></p></p>",Frog-skin-scaffolds.jpg,Development of novel frog‐skin peptide scaffolds with selectivity towards melanocortin receptor subtypes,Uru Malik  Lai Yue Chan  Minying Cai  Victor J. Hruby  Quentin Kaas  Norelle L. Daly  David J. Craik,Pept Sci. 2020;e24209.,https://onlinelibrary.wiley.com/doi/full/10.1002/pep2.24209?campaign=wolearlyview
19184,11/22/24,Shiroh,Futaki,Professor,Kyoto University,,Intracellular Antibodies,"Published in <em>Bioconjugate Chemistry</em>, researchers from Shiroh Futaki Group at the Kyoto University, prepared conjugates of the biocompatible polysaccharide pullulan with a cell membrane permeabilizing peptide...","<p>Published in <em>Bioconjugate Chemistry</em>, researchers from Shiroh Futaki Group at the Kyoto University, prepared conjugates of the biocompatible polysaccharide pullulan with a cell membrane permeabilizing peptide L17E, PL-L17Es, with the aim of producing complex coacervates with pronounced intracellular antibody, IgG, delivery activity and stable structures. Coacervates with diameters of a few μm were formed simply by mixing PL-L17Es with IgG labeled with negatively charged fluorescent moieties of Alexa Fluor 488 [IgG(AF488)].</p>
<p>The coacervate resulted in a pronounced cytosolic infusion of IgG(AF488) and IgG binding to the target proteins inside the cell. The droplet structures were maintained even under high salt conditions, and the fluorescence in the droplet was not recovered after photobleaching, suggesting the formation of complex coacervate microgels.</p>
<p>Dynamic changes in cell membrane structure to entrap the coacervate microgels were captured by confocal and electron microscopy, resulting in cytosolic IgG infusion. The use of M-lycotoxin instead of L17E resulted in a coacervate microgel with marked IgG delivery activity even in the presence of serum.</p>
<p>Successful IgG delivery to primary hepatocytes, undifferentiated induced pluripotent stem, iPS, cells, and iPS cell-derived intestinal epithelial cells was also achieved. The construction of complex coacervate microgels with design flexibility and the validity of intracellular IgG delivery with high salt stability were thus demonstrated.</p>",futaki_biocon_chem_nov_24.jpg,Polysaccharide-Based Coacervate Microgel Bearing Cationic Peptides That Achieve Dynamic Cell-Membrane Structure Alteration and Facile Cytosolic Infusion of IgGs,"Junya Michibata, Yoshimasa Kawaguchi, Hisaaki Hirose, Akiko Eguchi, Sayaka Deguchi, Kazuo Takayama, Wei Xu, Takuro Niidome, Yoshihiro Sasaki, Kazunari Akiyoshi, and Shiroh Futaki",,https://pubs.acs.org/doi/10.1021/acs.bioconjchem.4c00344?
15321,1/11/21,Shiroh,Futaki,Prof.,Kyoto University,https://www.scl.kyoto-u.ac.jp/~bfdc/publications.html,Endosomal Escape,"Endocytic pathways are practical routes for the intracellular delivery of biomacromolecules. Along with this, effective strategies for endosomal cargo release...","<p>Endocytic pathways are practical routes for the intracellular delivery of biomacromolecules. Along with this, effective strategies for endosomal cargo release into the cytosol are desired to achieve successful delivery.<p></p>
<p>Focusing on compositional differences between the cell and endosomal membranes and the pH decrease within endosomes, the authors designed the lipid-sensitive and pH-responsive endosome-lytic peptide HAad. This peptide contains aminoadipic acid (Aad) residues, which serve as a safety catch for preferential permeabilization of endosomal membranes over cell membranes, and His-to-Ala substitutions enhance the endosomolytic activity.<p></p>
<p> The ability of HAad to destabilize endosomal membranes was supported by model studies using large unilamellar vesicles (LUVs) and by increased intracellular delivery of biomacromolecules (including antibodies) into live cells. Cerebral ventricle injection of Cre recombinase with HAad led to Cre/loxP recombination in a mouse model, thus demonstrating potential applicability of HAad in vivo.<p></p></p></p></p>",futaki_endosomal_escape.jpg,Optimizing Charge Switching in Membrane Lytic Peptides for Endosomal Release of Biomacromolecules,"Kentarou Sakamoto, Misao Akishiba, Takahiro Iwata, Kazuya Murata, Seiya Mizuno, Kenichi Kawano, Miki Imanishi, Fumihiro Sugiyama, and Shiroh Futaki","<em>Angew. Chem. Int. Ed</em>. 2020, 59, 19990–19998",https://onlinelibrary.wiley.com/doi/10.1002/anie.202005887
15869,11/20/23,Jianmin,Gao,Professor of Chemistry,Boston College,https://www.bc.edu/bc-web/schools/morrissey/departments/chemistry/people/faculty-directory/jianmin-gao.html,Reversible Covalent Warheads,"Falling in between traditional small molecules and antibodies in size, peptides are emerging as a privileged therapeutic modality, one that can harness...","<p>Falling in between traditional small molecules and antibodies in size, peptides are emerging as a privileged therapeutic modality, one that can harness the benefits of both small molecule and antibody drugs. To discover potential peptide therapeutics, it is highly desirable to have high throughput screening platforms that can assess peptides with diverse and non-natural functional motifs.</p>
<img alt=""research image"" class=""img-responsive"" src=""/gao_group_warheads_2.jpg""/>
<p>In research published in <em>ACS Chemical Biology</em>, researchers in the Jianmin Gao Group, present a novel phage library that incorporates two distinct designer groups. As an example, a pair of reversible covalent warheads was installed onto phage-displayed peptides to target a cysteine and a lysine. The double modification is realized by sequential modification of an N-terminal cysteine and then an internal cysteine using chemoselective chemistry. Screening of this double-warhead-presenting library against TEV protease readily revealed peptide inhibitors with single-digit micromolar potency. Importantly, the group's structure–activity studies demonstrate that both covalent warheads make important contributions to TEV protease inhibition.</p>
<p>The group members envision that this strategy of double phage modification can be readily extended to build phage libraries with diverse structural motifs, allowing facile expansion of the chemical space coverable by phage display.</p>
<img alt=""Gao Group"" class=""img-responsive"" src=""/gao_group.jpg""/>
<p class=""labinfo"">The Gao Research Group</p>",gao_warhead_2.jpg,Phage Display of Two Distinct Warheads to Inhibit Challenging Proteins,Mengmeng Zheng and Jianmin Gao,"ACS Chem. Biol. 2023, 18, 10, 2259–226",https://pubs.acs.org/doi/10.1021/acschembio.3c00297
15274,7/5/19,Ronald,Raines,Firmenich Professor of Chemistry,Massachusetts Institute of Technology,http://raineslab.com/,Ghost Peptides,"A major hurdle in chemical biology is the delivery of native proteins into the cytosol of mammalian cells. Published in <em>ACS Chemical Biology</em>, and presented...","<p>A major hurdle in chemical biology is the delivery of native proteins into the cytosol of mammalian cells. Published in <em>ACS Chemical Biology</em>, and presented at the American Peptide Symposium in Monterey, June of 2019, researchers in the <a href=""http://raineslab.com/"" target=""_blank"">Raines Lab</a>, report that esterification of the carboxyl groups of an enzyme with a diazo compound enables not only its passage into the cytosol but also the retention of its catalytic activity there.</p>
<br/>
<img alt=""Scientific Diagram"" class=""img-responsive"" src=""ghost_protein_2.jpg""/>
<br/>
<p>This scenario is demonstrated with human ribonuclease 1, which manifests ribonucleolytic activity that can be cytotoxic. After internalization, the nascent esters are hydrolyzed in situ by endogenous esterases, making the process traceless. This strategy provides unprecedented opportunities for the delivery of functional enzymes into human cells.</p>",ghost_peptides.jpg,Esterification Delivers a Functional Enzyme into a Human Cell,"Valerie T. Ressler, Kalie A. Mix, and Ronald T. Raines","ACS Chem. Biol.2019144599-602, March 4, 2019",https://pubs.acs.org/doi/10.1021/acschembio.9b00033
18028,8/28/24,Hosahudya N.,Gopi,Professor,Indian Institute of Science Education and Research,https://www.iiserpune.ac.in/research/department/chemistry/people/faculty/regular-faculty/hosahudya-n-gopi/272,Macroscopic Dipoles,Crystalline materials exhibiting non-centrosymmetry and possessing substantial surface dipole moments play a critical role in piezoelectricity. Designing biocompatible self-assembled materials...,"<p>Crystalline materials exhibiting non-centrosymmetry and possessing substantial surface dipole moments play a critical role in piezoelectricity. Designing biocompatible self-assembled materials with these attributes is particularly challenging when compared to inorganic materials and ceramics.</p>
<p>In a study published in <em>Angewandte Chemie, Intl. Ed.</em>, members in the <a href=""https://www.iiserpune.ac.in/research/department/chemistry/people/faculty/regular-faculty/hosahudya-n-gopi/272"" target=""_blank"">Gopi Lab</a> at the Indian Institute of Science Education and Research, elucidate the crystal conformations of novel cyclic peptides that exhibit self-assembly into tubular structures characterized by unidirectional hydrogen bonding and piezoelectric properties. Unlike cyclic peptides derived from alternating L- and D-amino acids, those derived from new δ-amino acids demonstrate the formation of self-assembled tubes with unidirectional hydrogen bonds. Further, the tightly packed tubular assemblies and higher macrodipole moments result in superior piezoelectric coefficients compared to peptides with lower macrodipole moments.</p>
<p>The findings from the Gopi Lab underscore the potential for designing cyclic peptides with unidirectional hydrogen bonds, thereby paving the way for their application in design of biocompatible piezo- and ferroelectric materials.</p>",gopi_anie_aug_24.jpg,Exploring Macroscopic Dipoles of Designed Cyclic Peptide Ordered Assemblies to Harvest Piezoelectric Properties,"Souvik Panda Mahapatra, Saikat Pahan, Abhijit Chatterjee, Souvik Roy, D. R. Puneeth Kumar, Hosahudya N. Gopi","<em>Angewandte Chemie, Int. Ed.</em>, 2024, 26 June, e202409969",https://onlinelibrary.wiley.com/doi/10.1002/anie.202409969
18023,8/28/24,Tom N.,Grossmann,Professor,Vrije Universiteit Amsterdam,,Bicyclic Helical Peptides,"The inhibition of intracellular protein-protein interactions is challenging, in particular, when involved interfaces lack pronounced cavities. The transcriptional co-activator protein...","<p>The inhibition of intracellular protein-protein interactions is challenging, in particular, when involved interfaces lack pronounced cavities. The transcriptional co-activator protein and oncogene β‑catenin is a prime example of such a challenging target. Despite extensive targeting efforts, available high-affinity binders comprise only large molecular weight Inhibitors. This hampers the further development of therapeutically useful compounds.</p>
<img alt=""Grossmann Group"" class=""img-responsive"" src=""grossman_group.jpg""/>
<p class=""small"">The Grossmann Group</p>
<p>In work published in <em>Angewandte Chemie, Intl. Ed.</em>, members from the Grossmann  Lab at the Vrije Universiteit Amsterdam, report the design of a considerably smaller peptidomimetic scaffold derived from the α-helical β‑catenin-binding motif of Axin.</p>
<p>Sequence maturation and bicyclization provided a stitched peptide with an unprecedented crosslink architecture. The binding mode and site were confirmed by a crystal structure. Further derivatization yielded a β-catenin inhibitor with single-digit micromolar activity in a cell-based assay.</p>
<p>This study sheds a light on how to design helix mimetics with reduced molecular weight thereby improving their biological activity.</p>",grossman_anie_aug_24.jpg,Structure-Based Design of Bicyclic Helical Peptides That Target the Oncogene β-Catenin,"Alejandro Yeste-Vázquez, Felix M. Paulussen, Mathias Wendt, Rasmus Klintrot, Clemens Schulte, Kerstin Wallraven, Lieke van Gijzel, Boris Simeonov, Maurice van der Gaag, Alan Gerber, Hans M. Maric, Sven Hennig, Tom N. Grossmann","<em>Angew. Chem. Intl. Ed.</em>, 2024, 21 August, e202411749",https://onlinelibrary.wiley.com/doi/10.1002/anie.202411749
